97122,Steven M. Bellovin,190150,Columbia University,2005,Full,Security & Privacy,Columbia University - USA,University of North Carolina - Chapel Hill - USA,University of North Carolina - Chapel Hill - USA,,https://www.cs.columbia.edu/~smb/informal-bio.html,,,
100730,Webb C. Miller,214777,Pennsylvania State University,1985,Full,Bioinformatics & Computational Biology,Whitman College - USA,University of Washington - USA,University of Washington - USA,,http://www.cse.psu.edu/people/miller,http://www.bio.psu.edu/directory/wcm2/,,
120711,Eric Allender,186380,Rutgers - State University of New Jersey - New Brunswick,1985,Full,Algorithms & Theory,University of Iowa - USA,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://www.cs.rutgers.edu/~allender/academic.html,,,
43332,Steven D. Gribble,236948,University of Washington,2000,Full,Operating Systems,University of British Columbia - Canada,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://homes.cs.washington.edu/~gribble/biography.html,,,
23814,Alexander (Sasha) Rakhlin,215062,University of Pennsylvania,2010,Assistant,Machine Learning & Pattern Recognition,Cornell University - USA,Cornell University - USA,Massachusetts Institute of Technology - USA,,http://www-stat.wharton.upenn.edu/~rakhlin/,,,
101606,Jeff Erickson,145637,University of Illinois at Urbana-Champaign,1998,Full,Algorithms & Theory,Rice University - USA,University of California - Irvine - USA,University of California - Berkeley - USA,Duke University - USA,http://cs.illinois.edu/directory/profile/jeffe,http://cs.illinois.edu/~jeffe/,,
128050,Sharad Mehrotra,110653,University of California - Irvine,,Full,Databases,Indian Institute of Technology - Kanpur - India,,University of Texas - Austin - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=smehrotr,,,
73329,Michael Honig,147767,Northwestern University,1994,Full,Networks & Communications,Stanford University - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.ece.northwestern.edu/~mh/CV/cv_mh.pdf,http://www.academicroom.com/users/michael-honig,http://www.ece.northwestern.edu/~mh/CV/cv_mh.pdf,
56842,Robin R. Murphy,228723,Texas A&M University,2008,Full,Artificial Intelligence,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Colorado School of Mines - USA,http://www.cs.tamu.edu/people/faculty/murphy,,,
56664,Jennifer Rexford,186131,Princeton University,2005,Full,Networks & Communications,Princeton University - USA,University of Michigan - USA,University of Michigan - USA,,http://www.cs.princeton.edu/~jrex/,,,
80573,Timothy Brown,126614,University of Colorado Boulder,2003,Associate,Machine Learning & Pattern Recognition,Pennsylvania State University - USA,California Institute of Technology - USA,California Institute of Technology - USA,,https://www.colorado.edu/cs/users/timxb,,,
116358,Michael Hicks,163286,University of Maryland - College Park,2002,Full,Programming Languages,Pennsylvania State University - USA,University of Pennsylvania - USA,University of Pennsylvania - USA,,http://www.cs.umd.edu/people/mhicks2,,,
46473,J. Andrew (Drew) Bagnell,211440,Carnegie Mellon University,2000,Associate,Artificial Intelligence,University of Florida - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cmu.edu/qolt/People/researchers/bagnell-drew.html,,,
124636,Camillo J. Taylor,215062,University of Pennsylvania,1990,Full,Artificial Intelligence,Harvard University - USA,Yale University - USA,Yale University - USA,,http://www.cis.upenn.edu/~cjtaylor/home.html,http://www.stonybrook.edu/,,
5474,Peter Schroeder,110404,California Institute of Technology,1995,Full,Graphics,Technical University of Berlin - Germany,Massachusetts Institute of Technology - USA,Princeton University - USA,,http://www.cms.caltech.edu/people/3197/profile,http://www.work.caltech.edu/,,
8984,Erin Parker,230764,University of Utah,2006,Lecturer,Multimedia,College of William and Mary - USA,University of North Carolina - Chapel Hill - USA,University of North Carolina - Chapel Hill - USA,,http://www.cs.utah.edu/~parker/,,,
119547,Padhraic Smyth,110653,University of California - Irvine,1996,Full,Artificial Intelligence,National University of Ireland - Ireland,California Institute of Technology - USA,California Institute of Technology - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=pjsmyth,,,
120087,Christopher Stewart,204796,Ohio State University,2009,Assistant,Distributed & Parallel Computing,Morehouse College - USA,University of Rochester - USA,University of Rochester - USA,,http://www.cse.ohio-state.edu/~cstewart/,,,
113770,Ali R Butt,233921,Virginia Polytechnic Institute and State University,,Associate,Operating Systems,,,Purdue University - USA,,http://www.cs.vt.edu/user/butt,,,
135175,Robert P Dick,147767,Northwestern University,,Associate,Real-Time & Embedded Systems,Clarkson University - USA,,Princeton University - USA,,http://robertdick.org/,,,
119834,Guy Blelloch,211440,Carnegie Mellon University,,Full,Distributed & Parallel Computing,Swarthmore College - USA,,Massachusetts Institute of Technology - USA,,http://www.cs.cmu.edu/~guyb/,http://www.linkedin.com/pub/guy-blelloch/a/725/570,,
86888,Madhu Sudan,166683,Massachusetts Institute of Technology,2007,Associate,Algorithms & Theory,Indian Institute of Technology - Delhi - India,,University of California - Berkeley - USA,,http://people.csail.mit.edu/madhu/,http://people.csail.mit.edu/madhu/long-cv.pdf,,
97693,Susanne Hambrusch,243780,Purdue University,1982,Full,Databases,,Vienna University of Technology - Austria,Pennsylvania State University - USA,,https://www.cs.purdue.edu/people/faculty/seh/,,,
23928,Ness Shroff,204796,Ohio State University,2007,Full,Networks & Communications,,,Columbia University - USA,,https://ece.osu.edu/people/shroff,,,
88054,Chau-Wen Tseng,163286,University of Maryland - College Park,1995,Associate,Bioinformatics & Computational Biology,Harvard University - USA,Rice University - USA,Rice University - USA,,http://www.cs.umd.edu/~tseng/cv.pdf,,,
51129,Ron Weiss,166683,Massachusetts Institute of Technology,2009,Associate,Bioinformatics & Computational Biology,Brandeis University - USA,,Massachusetts Institute of Technology - USA,,http://webcache.googleusercontent.com/search?q=cache:pSqiCBWuC60J:www.linkedin.com/pub/ron-weiss/3/922/541+&cd=3&hl=en&ct=clnk&gl=in,,,
75869,Farnam Jahanian,170976,University of Michigan,2007,Full,Networks & Communications,University of Texas - Austin - USA,University of Texas - Austin - USA,University of Texas - Austin - USA,,https://web.eecs.umich.edu/~farnam/,,,
124125,Dan Grossman,236948,University of Washington,2003,Associate,Programming Languages,Rice University - USA,,Cornell University - USA,,http://homes.cs.washington.edu/~djg/grossman_bio.html,,,
95565,Amit Sahai,110662,University of California - Los Angeles,2004,Full,Algorithms & Theory,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.ucla.edu/~sahai/,,,
152457,Landon Cox,198419,Duke University,2005,Assistant,Security & Privacy,Duke University - USA,,University of Michigan - USA,,http://www.cs.duke.edu/~lpcox,,,
101994,Jun Xu,139755,Georgia Institute of Technology,2000,Full,Networks & Communications,Illinois Institute of Technology - USA,Ohio State University - USA,Ohio State University - USA,,http://www.scs.gatech.edu/people/jun-xu,,,
120889,Jack Tumblin,147767,Northwestern University,,Associate,Graphics,Georgia Institute of Technology - USA,University of Southern California - USA,Georgia Institute of Technology - USA,,http://www.cs.northwestern.edu/~jet/Publications/TumblinCV_2009aug.pdf,,,
124259,Lyle Ungar,215062,University of Pennsylvania,1990,Full,Machine Learning & Pattern Recognition,Stanford University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,http://www.cis.upenn.edu/~ungar/home.html,http://www.linkedin.com/pub/sampath-kannan/4/293/a80,,
32117,Samuel Wagstaff,243780,Purdue University,1983,Full,Security & Privacy,Massachusetts Institute of Technology - USA,,Cornell University - USA,,https://www.cs.purdue.edu/people/faculty/ssw/,,,
93721,Somesh Jha,240444,University of Wisconsin - Madison,2000,Full,Security & Privacy,Indian Institute of Technology - Delhi - India,Pennsylvania State University - USA,Carnegie Mellon University - USA,,http://www.cs.wisc.edu/users/jha,http://pages.cs.wisc.edu/~jha/,,
6349,Andrzej Ehrenfeucht,126614,University of Colorado Boulder,2006,Full,Bioinformatics & Computational Biology,Warsaw University - Poland,Warsaw University - Poland,Institute of Mathematics Polish Academy of Sciences - Poland,,https://www.colorado.edu/cs/users/andrzej,,,
70036,Yung-Hsiang Lu,243780,Purdue University,2004,Associate,Hardware & Architecture,National Taiwan University - Taipei - Taiwan,Stanford University - USA,Stanford University - USA,,https://www.cs.purdue.edu/people/faculty/yunglu/,,,
133446,John Reppy,144050,University of Chicago,2002,Full,Scientific Computing,University of Connecticut - USA,University of Connecticut - USA,Cornell University - USA,,http://www.cs.uchicago.edu/people/jhr,,,
64483,Bonnie Dorr,163286,University of Maryland - College Park,1992,Full,Artificial Intelligence,Boston University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.umiacs.umd.edu/~bonnie/,,,
81707,Tom Yeh,126614,University of Colorado Boulder,2012,Assistant,Computer Vision,Simon Fraser University - Canada,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,University of Maryland - College Park - USA,https://www.colorado.edu/cs/users/peye9704,,,
62413,Sadik Esener,110680,University of California - San Diego,1987,Affiliate,Hardware & Architecture,,,University of California - San Diego - USA,,http://fleece.ucsd.edu/~sadik/,,,
128153,Lubomir Bic,110653,University of California - Irvine,,Full,Networks & Communications,,,University of California - Irvine - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=lbic,,,
87354,Baba C. Vemuri,134130,University of Florida,1987,Full,Computer Vision,,,University of Texas - Austin - USA,,http://www.cise.ufl.edu/~vemuri/,,,
125477,George N. Rouskas,199193,North Carolina State University,1994,Full,Networks & Communications,National Technical University of Athens - Greece,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://rouskas.csc.ncsu.edu,,,
105500,Margrit Betke,164988,Boston University,2000,Full,Computer Vision,University of Bonn - Germany,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.bu.edu/fac/betke/,,,
81947,Steve Zdancewic,215062,University of Pennsylvania,2002,Associate,Programming Languages,Carnegie Mellon University - USA,Cornell University - USA,Cornell University - USA,,http://www.cis.upenn.edu/~stevez,http://engineering.wustl.edu/facultybio.aspx?faculty=161,,
60678,Srinivas Aluru,139755,Georgia Institute of Technology,2013,Full,Bioinformatics & Computational Biology,Indian Institute of Technology - Madras - India,Iowa State University - USA,Iowa State University - USA,,http://www.cc.gatech.edu/~saluru/,,,
5046,Balaji Prabhakar,243744,Stanford University,,Full,Networks & Communications,,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://www.stanford.edu/~balaji/bio.html,,,
75087,Chita R. Das,214777,Pennsylvania State University,1986,Full,Hardware & Architecture,,,University of Louisiana at Lafayette - USA,,http://www.cse.psu.edu/people/das,http://www.cse.psu.edu/~das,,
146060,Patrick Winston,166683,Massachusetts Institute of Technology,,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://people.csail.mit.edu/phw/vitae.html,http://www.csail.mit.edu/user/804,,
94101,Szymon Rusinkiewicz,186131,Princeton University,,Full,Graphics,,,Stanford University - USA,,http://www.cs.princeton.edu/~smr/,,,
116176,Mark Van Langeveld,230764,University of Utah,2007,Lecturer,Graphics,Brigham Young University - USA,University of California - USA,University of Utah - USA,,https://www.cs.utah.edu/people/faculty,,,
94104,Xuxian Jiang,199193,North Carolina State University,,Associate,Networks & Communications,,,Purdue University - USA,,http://www.csc.ncsu.edu/people/xjiang4,,,
41200,Leman Akoglu,196097,State University of New York - Stony Brook,2012,Assistant,Machine Learning & Pattern Recognition,Bilkent University - Turkey,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.stonybrook.edu/~leman,,,
97479,Subhasish Mitra,243744,Stanford University,2006,Associate,Hardware & Architecture,,,Stanford University - USA,,http://www.stanford.edu/~subh/,,,
76764,Yali Amit,144050,University of Chicago,2000,Full,Algorithms & Theory,Hebrew University of Jerusalem - Israel,Hebrew University of Jerusalem - Israel,Weizmann Institute of Science - Israel,,http://www.cs.uchicago.edu/people/amit,,,
80540,Klaus Mueller,196097,State University of New York - Stony Brook,1999,Full,Graphics,University of Ulm - Germany,Ohio State University - USA,Ohio State University - USA,,http://www.cs.sunysb.edu/~mueller/resume.html,,,
48331,Eric Paulos,110635,University of California - Berkeley,2008,Assistant,Human-Computer Interaction,,,University of California - Berkeley - USA,,http://www.paulos.net/,,,
33738,Gerald F. DeJong - II,145637,University of Illinois at Urbana-Champaign,1981,Full,Machine Learning & Pattern Recognition,University of South Dakota - USA,,Yale University - USA,,http://www.cs.uiuc.edu/homes/mrebl/,,,
104814,Michael Kazhdan,162928,Johns Hopkins University,,Associate,Graphics,Harvard University - USA,Princeton University - USA,Princeton University - USA,,http://www.cs.jhu.edu/~misha/,http://www.cs.jhu.edu/faculty/michael-misha-kazhdan/,,
11822,Ernest Davis,193900,New York University,1983,Full,Artificial Intelligence,Massachusetts Institute of Technology - USA,Yale University - USA,Yale University - USA,,http://cs.nyu.edu/cs/faculty/davise/,,,
48685,William Gasarch,163286,University of Maryland - College Park,,Full,Computer Education,State University of New York - Stony Brook - USA,Harvard University - USA,Harvard University - USA,,https://www.cs.umd.edu/people/gasarch,,,
63252,Rajesh Gupta,110680,University of California - San Diego,2002,Full,Hardware & Architecture,Indian Institute of Technology - Kanpur - India,University of California - Berkeley - USA,Stanford University - USA,,http://mesl.ucsd.edu/gupta/,,,
122006,Minlan Yu,123961,University of Southern California,2013,Assistant,Networks & Communications,Peking University - Beijing - China,Princeton University - USA,Princeton University - USA,University of California - Berkeley - USA,http://www-bcf.usc.edu/~minlanyu/,,,
121758,Radu Sion,196097,State University of New York - Stony Brook,2005,Associate,Security & Privacy,Polytechnic University of Bucharest - Romania,Polytechnic University of Bucharest - Romania,Purdue University - USA,,http://digitalpiglet.org,,,
30429,Feng Qin,204796,Ohio State University,2006,Associate,Operating Systems,University of Science and Technology of China - China,Chinese Academy of Sciences - China,University of Illinois at Urbana-Champaign - USA,,http://www.linkedin.com/pub/dir/Feng/Qin,,,
1948,Rafael Pass,190415,Cornell University,2006,Associate,Algorithms & Theory,Royal Institute of Technology - Stockholm - Sweden,Royal Institute of Technology - Stockholm - Sweden,Massachusetts Institute of Technology - USA,,http://www.cs.cornell.edu/~rafael/cv.pdf,,,
54696,T. N. Vijaykumar,243780,Purdue University,2003,Full,Hardware & Architecture,Birla Institute of Technology and Science - Pilani - India,Birla Institute of Technology and Science - Pilani - India,University of Wisconsin - Madison - USA,,https://www.cs.purdue.edu/people/faculty/vijay/,,,
157642,Erik G Learned-Miller,166629,University of Massachusetts - Amherst,2004,Associate,Computer Vision,Yale University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,https://www.cs.umass.edu/faculty/directory/learned-miller_erik,,,
21407,Andrew Ng,243744,Stanford University,2002,Associate,Machine Learning & Pattern Recognition,Carnegie Mellon University - USA,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,,http://en.wikipedia.org/wiki/Andrew_Ng,,,
95740,Gevorg Grigoryan,182670,Dartmouth College,2011,Assistant,Bioinformatics & Computational Biology,University of Maryland - Baltimore - USA,,Massachusetts Institute of Technology - USA,,http://web.cs.dartmouth.edu/people/gevorg-grigoryan,http://web.cs.dartmouth.edu/people/gevorg-grigoryan|http://web.cs.dartmouth.edu/people/gevorg-grigoryan,,
98944,Richard A. Kemmerer,110705,University of California - Santa Barbara,1979,Full,Security & Privacy,Pennsylvania State University - USA,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://www.cs.ucsb.edu/~kemm/,,,
121599,Anant Agarwal,166683,Massachusetts Institute of Technology,,Full,Computer Education,Indian Institute of Technology - Madras - India,,Stanford University - USA,,http://www.csail.mit.edu/user/723,,,
99094,Larry Smarr,110680,University of California - San Diego,2000,Full,Hardware & Architecture,,,University of Texas - Austin - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=122,https://en.wikipedia.org/wiki/Larry_Smarr,,
70214,Eli Upfal,217156,Brown University,1998,Full,Algorithms & Theory,Hebrew University of Jerusalem - Israel,Weizmann Institute of Science - Israel,Hebrew University of Jerusalem - Israel,Stanford University - USA,http://cs.brown.edu/people/eli/biography.htm,,,
41371,Carl Kingsford,211440,Carnegie Mellon University,2012,Associate,Bioinformatics & Computational Biology,,,Princeton University - USA,,https://www.umiacs.umd.edu/people/carlk,,,
36100,Eric Vigoda,139755,Georgia Institute of Technology,2004,Full,Algorithms & Theory,,,University of California - Berkeley - USA,,http://www.cc.gatech.edu/~vigoda/,,,
146443,Greg N. Frederickson,243780,Purdue University,1982,Full,Algorithms & Theory,Harvard University - USA,University of Maryland - College Park - USA,University of Maryland - College Park - USA,,https://www.cs.purdue.edu/people/faculty/gnf/,,,
18777,H.T. Kung,166027,Harvard University,1992,Full,Databases,Tsinghua University - Beijing - China,,Carnegie Mellon University - USA,,http://www.eecs.harvard.edu/~htk.,http://en.wikipedia.org/wiki/H._T._Kung,,
138892,Spyros Blanas,204796,Ohio State University,2013,Assistant,Databases,Technical University of Crete - Greece,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://www.cse.ohio-state.edu/~sblanas/,,,
20289,Anna R. Karlin,236948,University of Washington,1994,Full,Algorithms & Theory,Stanford University - USA,,Stanford University - USA,,http://www.cs.washington.edu/people/faculty/karlin,http://en.wikipedia.org/wiki/Anna_Karlin,,
108691,Henry M. Levy,236948,University of Washington,1983,Full,Operating Systems,Carnegie Mellon University - USA,University of Washington - USA,,,http://en.wikipedia.org/wiki/Hank_Levy_(computer_scientist),http://www.washington.edu/news/2006/03/30/henry-levy-to-chair-computer-science-engineering/,,
20284,Jiebo Luo,195030,University of Rochester,2011,Full,Computer Vision,University of Science and Technology of China - China,University of Science and Technology of China - China,University of Rochester - USA,,http://www.cs.rochester.edu/u/jluo/,https://www.linkedin.com/in/jieboluo,,
20287,Wu Feng,233921,Virginia Polytechnic Institute and State University,,Full,Distributed & Parallel Computing,Pennsylvania State University - USA,Pennsylvania State University - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.vt.edu/user/feng,,,
72885,Umesh Vazirani,110635,University of California - Berkeley,,Full,Algorithms & Theory,Indian Institute of Technology - Delhi - India,,University of California - Berkeley - USA,,http://www.cs.berkeley.edu/~vazirani/,http://en.wikipedia.org/wiki/Umesh_Vazirani,,
10096,Max Welling,110653,University of California - Irvine,2003,Full,Machine Learning & Pattern Recognition,,,Utrecht University - Netherlands,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mwelling,,,
143747,Jacob Eisenstein,139755,Georgia Institute of Technology,,Assistant,Natural Language & Speech,,,Massachusetts Institute of Technology - USA,University of Illinois at Urbana-Champaign & Carnegie Mellon University - USA,http://www.cc.gatech.edu/~jeisenst/,,,
122136,Krzysztof Gajos,166027,Harvard University,2009,Associate,Human-Computer Interaction,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,University of Washington - USA,,http://www.seas.harvard.edu/directory/kgajos,,,
158909,Adnan Darwiche,110662,University of California - Los Angeles,,Full,Artificial Intelligence,,Stanford University - USA,Stanford University - USA,,http://www.cs.ucla.edu/~darwiche/,,,
158908,Aaron Clauset,126614,University of Colorado Boulder,2010,Assistant,Algorithms & Theory,Haverford College - USA,University of New Mexico - USA,University of New Mexico - USA,Santa Fe Institute - USA,https://www.colorado.edu/cs/users/aacl0007,,,
40773,David Farber,211440,Carnegie Mellon University,,Full,Programming Languages,Stevens Institute of Technology - USA,Stevens Institute of Technology - USA,,,http://www.epp.cmu.edu/people/bios/farber.html,,,
158901,Peter K. Allen,190150,Columbia University,,Full,Computer Vision,Brown University - USA,University of Oregon - USA,University of Pennsylvania - USA,,http://www.cs.columbia.edu/~allen/,,,
158900,Anita Wasilewska,196097,State University of New York - Stony Brook,1986,Associate,Data Mining,,,Warsaw University - Poland,,http://www.cs.stonybrook.edu/~anita,,,
158903,Michael Walfish,193900,New York University,2014,Associate,Security & Privacy,Harvard University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.utexas.edu/~mwalfish/,,,
158902,Sean Hallgren,214777,Pennsylvania State University,2006,Full,Algorithms & Theory,,,Pennsylvania State University - USA,,http://www.cse.psu.edu/~hallgren/,,,
115674,Raman Arora,162928,Johns Hopkins University,,Assistant,Machine Learning & Pattern Recognition,,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,University of Washington - USA,http://ttic.uchicago.edu/~raman/Home.html,,,
158904,Alfred O. Hero,170976,University of Michigan,,Full,Computer Vision,,,Princeton University - USA,,http://web.eecs.umich.edu/~hero/,,,
158907,Jernej Barbic,123961,University of Southern California,2009,Assistant,Graphics,University of Ljubljana - Slovenia,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Massachusetts Institute of Technology - USA,http://www-bcf.usc.edu/~jbarbic/,,,
158906,Todd Millstein,110662,University of California - Los Angeles,2004,Associate,Programming Languages,Brown University - USA,,University of Washington - USA,,http://www.cs.ucla.edu/~todd/,,,
40206,Wei-Tek Tsai,104151,Arizona State University,2000,Full,Distributed & Parallel Computing,,,University of California - Berkeley - USA,,http://cidse.engineering.asu.edu/directory/tsai-wei-tek/,,,
6988,Larry Wasserman,211440,Carnegie Mellon University,,Full,Algorithms & Theory,,,University of Toronto - Canada,,http://www.stat.cmu.edu/~larry/,,,
8607,Riccardo Bettati,228723,Texas A&M University,,Full,Real-Time & Embedded Systems,Swiss Federal Institute of Technology (ETH) - Switzerland,,University of Illinois at Urbana-Champaign - USA,,http://www.cse.tamu.edu/people/faculty,http://www.cse.tamu.edu/people/faculty/bettati,,
103165,Roberto Tamassia,217156,Brown University,1988,Full,Security & Privacy,,University of Rome - La Sapienza - Italy,University of Illinois at Urbana-Champaign - USA,,https://research.brown.edu/research/profile.php?id=1106970024&r=1,,,
11132,Nadia Heninger,215062,University of Pennsylvania,2013,Assistant,Security & Privacy,University of California - Berkeley - USA,Princeton University - USA,Princeton University - USA,University of California - San Diego - USA,http://www.cis.upenn.edu/~nadiah/,,,
15108,Alireza Entezari,134130,University of Florida,,Associate,Scientific Computing,,,Simon Fraser University - Canada,,http://cise.ufl.edu/people/faculty/entezari/,,,
39366,Gerard Richter,186380,Rutgers - State University of New Jersey - New Brunswick,1970,Full,Algorithms & Theory,Pennsylvania State University - USA,Northwestern University - USA,Harvard University - USA,,ftp://athos.rutgers.edu/faculty.html.hld,,,
15101,Calton Pu,139755,Georgia Institute of Technology,1999,Full,Distributed & Parallel Computing,University of So Paulo - Brazil,University of So Paulo - Brazil,University of Washington - USA,,http://www.scs.gatech.edu/people/calton-pu,http://www.cc.gatech.edu/~calton/,,
24378,Shan Lu,240444,University of Wisconsin - Madison,2009,Assistant,Software Engineering,University of Science and Technology of China - China,,University of Illinois at Urbana-Champaign - USA,,http://www.cs.wisc.edu/users/shanlu,http://pages.cs.wisc.edu/~shanlu/,,
39568,Shaddin Dughmi,123961,University of Southern California,2012,Assistant,Algorithms & Theory,Cornell University - USA,Stanford University - USA,Stanford University - USA,Microsoft Research - USA,http://www-bcf.usc.edu/~shaddin/,,,
13364,Geoffrey Voelker,110680,University of California - San Diego,2000,Full,Operating Systems,University of California - Berkeley - USA,University of Washington - USA,University of Washington - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=125,,,
87620,Rajeev Alur,215062,University of Pennsylvania,2003,Full,Computer Education,Indian Institute of Technology - Kanpur - India,,Stanford University - USA,,http://www.cis.upenn.edu/~alur/cv.pdf,,,
62128,Paul Dourish,110653,University of California - Irvine,2000,Full,Human-Computer Interaction,University of Edinburgh - United Kingdom,,University College London - United Kingdom,,http://www.ics.uci.edu/~jpd/index-old.shtml,,,
29913,Ronitt Rubinfeld,166683,Massachusetts Institute of Technology,1998,Associate,Algorithms & Theory,University of Michigan - USA,,University of California - Berkeley - USA,,http://www.csail.mit.edu/user/896,http://webcache.googleusercontent.com/search?q=cache:rmsVKZU1ULQJ:people.csail.mit.edu/ronitt/cv.ps+&cd=1&hl=en&ct=clnk&gl=in,,
78101,Laurent Itti,123961,University of Southern California,2002,Full,Bioinformatics & Computational Biology,,Stanford University - USA,California Institute of Technology - USA,Harbor-UCLA Medical Center - USA,http://ilab.usc.edu/itti/,,,
31776,Rakesh Vohra,215062,University of Pennsylvania,1984,Full,Algorithms & Theory,University College London - United Kingdom,London School of Economics - United Kingdom,University of Maryland - College Park - USA,,http://www.seas.upenn.edu/directory/profile.php?ID=192,,,
40338,David Redmiles,110653,University of California - Irvine,1994,Full,Human-Computer Interaction,American University - USA,American University - USA,University of Colorado Boulder - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dfredmil,,,
34056,Elisa Bertino,243780,Purdue University,2004,Full,Security & Privacy,,,University of Pisa - Italy,,https://www.cs.purdue.edu/people/faculty/bertino/,,,
67401,Michael Dinitz,162928,Johns Hopkins University,2014,Assistant,Algorithms & Theory,Princeton University - USA,,Carnegie Mellon University - USA,Weizmann Institute of Science - Israel,http://www.cs.jhu.edu/~mdinitz/cv.pdf,,,
110777,Amol Deshpande,163286,University of Maryland - College Park,,Associate,Databases,Indian Institute of Technology - Bombay - India,University of Maryland - College Park - USA,University of California - Berkeley - USA,,https://www.cs.umd.edu/people/adeshpan,,,
13863,Malik Magdon-Ismail,194824,Rensselaer Polytechnic Institute,,Full,Machine Learning & Pattern Recognition,Yale University - USA,California Institute of Technology - USA,California Institute of Technology - USA,,http://www.cs.rpi.edu/~magdon/,,,
118786,Kirk W. Cameron,233921,Virginia Polytechnic Institute and State University,,Full,Distributed & Parallel Computing,University of Florida - USA,,Louisiana State University - USA,,http://www.cs.vt.edu/user/cameron,,,
145571,Jon Doyle,199193,North Carolina State University,2001,Full,Artificial Intelligence,University of Houston - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.csc.ncsu.edu/faculty/doyle/info/bio.html,,,
87720,Ronald Rivest,166683,Massachusetts Institute of Technology,1974,Full,Security & Privacy,Yale University - USA,,Stanford University - USA,INRIA - Rocquencourt - France,http://www.csail.mit.edu/user/1294,http://people.csail.mit.edu/rivest/,,
89008,Zhaojun Bai,110644,University of California - Davis,1988,Full,Algorithms & Theory,,,Fudan University - Shanghai - China,,http://www.cs.ucdavis.edu/~bai,,,
147719,Tapan S. Parikh,110635,University of California - Berkeley,2008,Assistant,Human-Computer Interaction,Brown University - USA,University of Washington - USA,University of Washington - USA,,http://people.ischool.berkeley.edu/~parikh/,,,
50463,Daniel M. Gusfield,110644,University of California - Davis,1987,Full,Algorithms & Theory,,,University of California - Berkeley - USA,,http://www.cs.ucdavis.edu/people/faculty/gusfield.html,http://csiflabs.cs.ucdavis.edu/~gusfield,,
11006,Roy H. Campbell,145637,University of Illinois at Urbana-Champaign,,Full,Networks & Communications,,,University of Newcastle - United Kindom,,http://cs.illinois.edu/directory/profile/rhc,,,
14525,Ingolf Krueger,110680,University of California - San Diego,2001,Associate,Hardware & Architecture,,University of Texas - Austin - USA,Technical University of Munich - Germany,Technical University of Munich - Germany,https://sosa.ucsd.edu/confluence/display/HOME/ikrueger,,,
86664,Mehryar Mohri,193900,New York University,2004,Full,Machine Learning & Pattern Recognition,cole Polytechnique - France,cole Normale Suprieure - France,Paris XI - France,Bell Laboratories - USA,http://cs.nyu.edu/cs/faculty/mohri/,,,
44906,Richard Anderson,236948,University of Washington,1986,Full,Computer Education,Reed College - USA,,Stanford University - USA,Princeton University - USA,http://www.cs.washington.edu/people/faculty/anderson,,,
158528,Philip Klein,217156,Brown University,1989,Full,Algorithms & Theory,Harvard University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Harvard University - USA,https://research.brown.edu/pdf/1106970030.pdf?nocache=1823784020,,,
